Tweets,Task A
"Peeping... Meerut... Ghazipur. Chandauli... The saran. Machines are being exchanged everywhere at counting centres. But the Election Commission and the so-called media are sitting on their knees, blindfolded, in front of Modi. The people have voted against Modi and the media and the Election Commission are changing together.",1
" Exit polls suggested that Indias once-dominant powerhouse of a political party, the Indian National Congress, would not be returning to its old glory anytime soon.\r\nAny gains the Congress party does make are likely to be because of disappointment in Mr. Modis\u2026 [+737 chars]',",0
" NEW DELHI/MUMBAI (Reuters) - WhatsApp clones and software tools that cost as little as $14 are helping Indian digital marketers and political activists bypass anti-spam restrictions set up by the world\u2019s most popular messaging app, Reuters has found. \r\nThe ac\u2026 [+6124 chars]',",0
"The Association for Democratic Reforms released its second intensive report, revealing the background details of candidates contesting in Phase 2 of the 2019 general elections.As India approaches its second phase of polling, the Association for Democratic Reforms published their second analytical report on the background details of the contesting candidates, based on the mandatory self-sworn affidavits filed in with their candidature.",0
" u""Indian Prime Minister Narendra Modi praised his nationalist party's courage Monday amid political clashes and killings after his latest landslide election triumph.\r\nThree workers from Modi's right-wing Bharatiya Janata Party (BJP) have been killed and there h\u2026 [+2034 chars]"",",1
"If symbolism is what matters, the rescinding of Lok Sabha elections in Vellore, Tamil Nadu, by the president on the recommendation of the Election Commission was perhaps intended to show that the EC is serious about ensuring free and fair elections. ",1
"MODI WIN! Indian giving away 100K! Happened today on 47 street ( Diamond Market) New York $100,000 given away.in ref to modi victory .. see how this millionaire Indian doing .. COURTESY WA! @ArnabSpeaks__ @arpitajtweets @bittusempire @Ind4Ever @LawrenceSellin @smritiirani",0
"Sukhpal Singh Khaira, a two-time MLA?from Bholath, formed the Punjab Democratic Alliance after quitting the AAP in January this year. He is contesting the 2019 Lok?Sabha elections from Bathinda seat.",0
" Depths of field, defined and blurred\r\n(The Hindu)\r\nMains Paper 2 : Polity Prelims level : 2019 lok sabha election Mains level : Political anarchy behind the 2019 lok sabha election \r\nContext\r\nWhen the forensics of the 2019 Lok Sabha election are done in the\r\n\u2026 [+7013 chars]',",0
"Congress candidate for Varanasi Lok Sabha seat, Ajai Rai on May 19 slammed his rival Prime Minister Narendra Modi stating that he has not done enough for the temple town after coming to power in 2014.",0
"  The Indian election is seen as a referendum on Narendra Modi - a divisive prime minister\r\nThe outcome of Indias general election may help determine a central question at the heart of the contest - what does it mean \u2026 [+12551 chars]"",",0
" Sonia, Rahul &amp; Priyanka pay tribute to Rajiv Gandhi on death anniversary',",0
" The D-day is almost here! After months of campaigning and 7 phases of polling, its time for 2019 Lok Sabha Elections results. On May 23, votes will be counted for 542 Lok Sabha constituencies, instead of 543, as polling in Tamil Nadus Vellore constituency w\u2026 [+2341 chars]"",",0
" Indian opposition leader Rahul Gandhi, scion of the Nehru-Gandhi dynasty, offered to resign Saturday after his Congress party was trounced in a second straight national election but the gesture was rejected, party officials said.\r\nWhile Prime Minister Narendr\u2026 [+2273 chars]",0
" Even as a second Narendra Modi wave sweeps across the nation on counting day 2019, silence has broken out in the Opposition about Electronic Voting Machines (EVM) tampering, an issue that had been raised strongly after the exit polls on the last day of the se\u2026 [+3315 chars]',",1
"Modi eats Taiwanese mashrooms which cost 80,000 per piece he eats 5 daily: Alpesh Thakor Modi gets diamond facial worth 8 lacs: Pawan Khera Latest by HDK Modi applies Wax and Makeup that's why his face shines ",1
" Congress President Rahul Gandhi on Saturday said that the party\'s newly-elected 52 members in Parliament will fight every inch of the way like ""a pride of brave-hearted lions"" to protect the Constitution and the country\'s institutions and there will be no wal\u2026 [+4808 chars]',",1
" Indian Prime Minister Narendra Modi is adorned with a garland of flowers by members of his political party at their headquarters in New Delhi on Thursday, following a victory in the country's national elections.\r\nPrakash Singh/AFP/Getty Indian Prime M\u2026 [+4167 chars]"",",0
" NEW DELHI (Reuters) - The head of India\u2019s main opposition Congress party, Rahul Gandhi, offered to quit on Saturday after a crushing election defeat but senior party officials rejected his offer and called instead for a major internal shake-up. \r\nGandhi, 48 a\u2026 [+2323 chars]",0
"SKM's tally has been constantly improving in the state, as it has now been declared winning 12 seats and is leading on two other seats. On the other hand, ruling SDF has secured victory in seven constituencies and is leading on five other seats.",0
"Amit Shah told a journalist ""The PM does not need to answer"" at the press conference yesterday that was attended by the Prime Minister.Modi and Shah knew they were laying themselves open to mockery and memes but simply do not care if journalists (Modi appears to have zero respect for them) get new material for critiques",1
"A parody handle of Sadhvi Pragya is gaining popularity and followers, and Twitter users – including a popular influencer and a prominent news organisation – are falling for an imposter.",1
"Prime Minister Narendra Modi on Tuesday expressed concern over the “needless controversy” created by the opposition over EVMs at a meeting of NDA leaders, even as the ruling alliance laid out its agenda for the next five years if it is elected to power again.",0
 CorrectSolution: C\r\nThe fundamental principle underlying the working of parliamentary systemof government is the principle of collective responsibility. Article 75 clearlystates that the council of ministers is collectively responsible to the LokSabha. This m\u2026 [+1718 chars],0
" NEW DELHI (Reuters) - Indian Prime Minister Narendra Modi is likely to return to power with an even bigger majority in parliament after a mammoth general election that ended on Sunday, exit polls showed, a far better showing than expected in recent weeks. \r\nM\u2026 [+5250 chars]",0
"  Narendra Modi is seen by his supporters as one of their own\r\nNarendra Modis landslide win proves that his story of a humble tea-seller who rose through the ranks of his party to become Indias prime minister continu\u2026 [+8231 chars]"",",0
Sultan Sheikh Mohammed in Abu Dhabi has fulfilled his promise given to Modi by building the first Hindu temple. Sultan’s wife is carrying the Ramayana on her head towards the temple along with Sheikh Mohammed and Ram Katha Vachak Moraji Bapu. Truly incredible view ,0
" MUMBAI/BENGALURU/NEW DELHI (Reuters) - Prime Minister Narendra Modi\u2019s party was set for a historic victory as India counted hundreds of millions of votes from its general election on Thursday. \r\nThe National Democratic Alliance (NDA), led by Modi\u2019s Hindu nati\u2026 [+2732 chars]',",0
" When the results started trickling in on Thursday showing Indian Prime Minister Narendra Modi and his Hindu nationalist BJP government were set for a landslide victory after a divisive and polarizing campaign, I was not shocked. As a journalist, I have covere\u2026 [+7538 chars]",0
"Jodhpur MP?Gajendra Singh Shekhawat, who started his political career as a student, won the Lok Sabha election in 2014 with the highest margin of over four lakh votes in Rajasthan.",0
" We are entering a new era, a battleground of sorts between nations, that some government and industry watchers have termed the Splinternet. The Splinternet is, essentially, the splitting up of the internet into country-specific and region-specific internets, \u2026 [+7379 chars]",0
" NEW DELHI/KOLKATA (Reuters) - India began counting hundreds of millions of votes in its general election on Thursday, with a coalition led by Prime Minister Narendra Modi\u2019s party taking an early lead, TV channels and the Election Commission said. \r\nThe Nation\u2026 [+4046 chars]',",0
The big issue that the results will highlight is the voting pattern of former Left supporters. They seem to have crossed over in large numbers to the BJP fold enabling it to register such a decisive victory. ,0
"  Prime Minister Narendra Modis Varanasi seat is up for grabs as Indians vote in the last phase of the general election. \r\nMr Modis Bharatiya Janata Party (BJP) and the main opposition Congress party are battling it out with power\u2026 [+5446 chars]"",",0
"  Narendra Modi is seen by his supporters as one of their own\r\nNarendra Modis landslide win proves that his story of a humble tea-seller who rose through the ranks of his party to become Indias prime minister continu\u2026 [+8231 chars]"",",0
The ruling TRS party established an edge in nine Lok Sabha segments even as the BJP appeared to be on course to make smart gains by leading in four seats as per the latest trends available at 5 PM on May 23.,0
"Accusing the Election Commission of losing its credibility and independence, the Congress on Thursday said time has come to review the process of the poll panel's appointment.Congress' chief spokesperson Randeep Surjewala said the order prohibiting campaigning in West Bengal by 20 hours is a ""dark spot"" on India's democracy and institutions like the Election Commission",1
" As India enters the final phase of its mammoth general election, Time magazine put Prime Minister Narendra Modi on its cover with the words: ""India\'s Divider-in-Chief""\r\nAatish Taseer is a journalist and author of several books, including The Twice-Born: Life \u2026 [+185 chars]",0
" NEW DELHI: Prime Minister Narendra Modi, now within touching distance of a massive victory in the general election, promised on Thursday to build a strong and inclusive nation.\r\n""Together we grow,"" he said on Twitter. ""Together we prosper. Together we will bu\u2026 [+598 chars]",0
